id,created_at,updated_at,deleted_at,name,description,tags,repo_link,comm_channel,readme_link,project_status,last_pull_time,commit_count,pull_count,lines_added,lines_removed,contributors,pulls,mentor_id,secondary_mentor_id,status_remark
76,2023-11-21 06:04:07.462738+00,2023-11-26 21:41:51.303123+00,,NOSC Website,"We are the NIT Raipur Open Source Community (NOSC), a passionate group of individuals dedicated to the world of open source software. Our mission is to foster a culture of collaboration, learning, and innovation through open source projects and initiatives.  At NOSC, we believe in the power of open source to drive positive change, and we welcome contributors from all backgrounds and skill levels to join us in our journey.","JavaScript,HTML,CSS,beginner",https://github.com/NITRR-Open-Source-Community/NOSC-Website,https://discord.gg/s8pgtxNd7Z,https://github.com/NITRR-Open-Source-Community/NOSC-Website#nitrr-open-source-community-nosc,true,1704377355,15,11,818,276,"Shivam250702,rakesh-vajrapu,schoudhury2,harshpantdata,sristy17,Souvik34,Jaimin25,Abhishek-465,Omar-Nabil","https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/151,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/149,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/147,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/146,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/145,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/143,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/142,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/139,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/137,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/134,https://github.com/NITRR-Open-Source-Community/NOSC-Website/pull/148",43,41,
117,2023-12-02 10:40:45.625362+00,2023-12-06 00:24:29.216746+00,,GameSphere,Our primary goal is to create a website where two or more friends can gather and play games online (such as multiplayer) without having to download any software or tools to their computers or mobile devices.," HTML, CSS, JavaScript, Bootstrap, WebSocket, jQuery, PHP, MySQL, Laravel",https://github.com/Durgesh4993/GameSphere3.0,https://discord.gg/65eUXc7NNc,https://github.com/Durgesh4993/GameSphere3.0#readme,false,0,0,0,0,0,,,25,,
133,2023-12-09 13:15:10.537241+00,2023-12-09 13:30:30.757561+00,,Swetify-Music,Welcome to Swetify-Music where you are going to groove on your favourite songs,"html,css,javascript,jquery",https://github.com/ShwetKhatri2001/Swetify-Music,https://discord.gg/mZNx9aQT,https://github.com/ShwetKhatri2001/Swetify-Music#readme,true,1704570738,57,9,4267,2341,"MADHURYAHAIT,sambitsingha,Mayank77maruti,rakesh-vajrapu,Yash-Ainapure,Preeti8021,Sami3160","https://github.com/ShwetKhatri2001/Swetify-Music/pull/59,https://github.com/ShwetKhatri2001/Swetify-Music/pull/55,https://github.com/ShwetKhatri2001/Swetify-Music/pull/50,https://github.com/ShwetKhatri2001/Swetify-Music/pull/48,https://github.com/ShwetKhatri2001/Swetify-Music/pull/42,https://github.com/ShwetKhatri2001/Swetify-Music/pull/40,https://github.com/ShwetKhatri2001/Swetify-Music/pull/29,https://github.com/ShwetKhatri2001/Swetify-Music/pull/25,https://github.com/ShwetKhatri2001/Swetify-Music/pull/20",95,,
91,2023-11-26 06:29:30.426722+00,2023-11-26 06:29:30.426722+00,,Face-X,Demonstration of different algorithms and operations on faces.,"Python,ML,ANN,CNN,IoT,OpenCV",https://github.com/akshitagupta15june/Face-X,https://discord.gg/Jmc97prqjb,https://github.com/akshitagupta15june/Face-X#readme,true,1703765165,0,0,0,0,,,61,,
69,2023-11-18 06:02:05.532284+00,2023-11-18 06:02:05.532284+00,,Get Your Freaking Electives,A simple script to find the depth and breadth electives available for you for subject registration,"python,iitkgp,erp,js,html,css",https://github.com/metakgp/gyfe,https://slack.metakgp.org,https://github.com/metakgp/gyfe#readme,true,1702060200,0,0,0,0,,,3,,
114,2023-11-30 19:36:17.617001+00,2023-11-30 19:36:17.617001+00,,Dify,Easily build and operate generative AI applications. Create Assistants API and GPTs based on any LLMs.,"javascript, typescript",https://github.com/Chanchal-D/Dify,https://discord.com/channels/@me,https://github.com/Chanchal-D/Dify/commit/5b1794a2ec24ed90dc4a5489e6c11921d4cfd336,false,0,0,0,0,0,,,94,,
64,2023-11-16 17:41:07.550613+00,2023-11-16 17:41:07.550613+00,,Mailing Scripts,Scripts for automation of mailing process for various affairs under KOSS,"iitkgp,python,mailing-automation,KOSS",https://github.com/kossiitkgp/mailing-scripts,https://join.slack.com/t/kwoc-proffapt/shared_invite/zt-270xklnwn-CjkBGJrJvvV2KgdW_~s7EA,https://github.com/kossiitkgp/mailing-scripts#readme,true,1703013397,1,1,1,1,jameel-azad,https://github.com/kossiitkgp/mailing-scripts/pull/9,3,,
134,2023-12-11 06:24:51.119791+00,2023-12-11 06:24:51.119791+00,,SwiftWave,SwiftWave is a self-hosted lightweight PaaS solution to deploy and manage your applications on any VPS without any hassle 👀,"docker,self-hosted,haproxy,heroku-alternative,paas",https://github.com/swiftwave-org/swiftwave,https://join.slack.com/t/swiftwave-team/shared_invite/zt-21n86aslx-aAvBi3hv1GigVA_XoXiu4Q,https://github.com/swiftwave-org/swiftwave/blob/develop/README.md,true,1704833755,0,0,0,0,,,110,,
119,2023-12-03 05:23:56.516747+00,2023-12-03 05:23:56.516747+00,,Grabtern-frontend,This is a part of a bigger project [Grabtern].. containing several microservice. This [ grabtern-frontend] is a frontend part of the project.,"javascript, nextjs, tailwind",https://github.com/anmode/grabtern-frontend,https://discord.gg/8ccqParF,https://github.com/anmode/grabtern-frontend#readme,true,1704534897,5,1,53,27,Hemant2335,https://github.com/anmode/grabtern-frontend/pull/822,98,,
59,2023-11-16 17:07:49.379556+00,2023-11-16 17:07:49.379556+00,,Code Runner,Implementation of code-runner in bash for compiling code files and executing them with one and only command,"bash,automation",https://github.com/proffapt/code-runner,https://join.slack.com/t/kwoc-proffapt/shared_invite/zt-270xklnwn-CjkBGJrJvvV2KgdW_~s7EA,https://github.com/proffapt/code-runner#readme,true,1702060200,0,0,0,0,,,3,,
90,2023-11-26 06:27:48.818614+00,2023-11-26 06:27:48.818614+00,,Moksh,Unlock your potential and achieve true balance in life with Moksh,"HTML,CSS,JS,ReactJs",https://github.com/akshitagupta15june/Moksh,https://discord.com/invite/Jmc97prqjb,https://github.com/akshitagupta15june/Moksh#readme,true,1702060200,0,0,0,0,,,61,,
65,2023-11-17 08:02:33.607822+00,2023-11-21 05:25:12.806901+00,,PGWeb Testing Harness,This tool is being used to test the official website of PostgreSQL. Some functionalities like storing reports to create an archive are left. You can go through the issues to help out with this project. You only need to know python for this project and experience with Selenium will be an added plus.,"python, selenium, github actions, automation, testing",https://github.com/destrex271/pgweb-testing-harness,,https://github.com/destrex271/pgweb-testing-harness#README,true,1704391843,0,0,0,0,,,28,,
132,2023-12-07 07:01:36.82231+00,2023-12-07 07:01:36.82231+00,,Weather app,"Provides weather details of different locations ",,https://github.com/ePSA-eJya/Temp-app.git,https://discord.com/invite/qNwWEbfP,https://github.com/ePSA-eJya/Temp-app/blob/main/README.md,false,0,0,0,0,0,,,102,,
81,2023-11-24 07:58:38.642273+00,2023-11-24 20:45:00.201128+00,,DLTA-AI,"DLTA-AI is the next generation of annotation tools, integrating the power of Computer Vision SOTA models to Labelme in a seamless expirence and intuitive workflow to make creating image datasets easier than ever before","python,pytorch,Computer Vision,Deep Learning",https://github.com/0ssamaak0/DLTA-AI,https://discord.gg/xB5eCBwm,https://github.com/0ssamaak0/DLTA-AI,true,1703893233,1,1,44,65,Om-Alve,https://github.com/0ssamaak0/DLTA-AI/pull/77,52,,
79,2023-11-22 16:52:56.631513+00,2023-12-05 12:06:20.311425+00,,Omilia,Omilia is a retro-themed game inspired from platformer games popular in the 90s with an added feature which makes it an educational game.This feature involves a set of questions in different languages which are asked after the player completes each level. TO move to the next level the player must give the right answer.,"python, pygame",https://github.com/SohamKukreti/omilia,https://discord.gg/KNm9jFTgwK,https://github.com/SohamKukreti/omilia#readme,true,1704481172,22,4,121,1988,"Devansh-bit,pinak22dhir,BAGUVIX456","https://github.com/SohamKukreti/omilia/pull/39,https://github.com/SohamKukreti/omilia/pull/36,https://github.com/SohamKukreti/omilia/pull/35,https://github.com/SohamKukreti/omilia/pull/41",49,48,
83,2023-11-24 17:03:45.677237+00,2023-12-18 08:17:00.800039+00,,CalcDiverse,CalcDiverse is a customized collection of calculators for various aspects of mathematics. Individuals with basic web development knowledge can create distinctive calculators and submit pull requests.,"Html, Css, JavaScript, Web Development",https://github.com/Rakesh9100/CalcDiverse,https://discord.gg/ZJvjd986,https://github.com/Rakesh9100/CalcDiverse/blob/main/README.md,,0,0,0,0,0,,,54,,
86,2023-11-25 07:35:10.203418+00,2023-11-25 07:35:34.891785+00,,CDS | Official Website,Official website for CodeDeployingSquad - The largest community of tomorrows open source developers,"CDS, JavaScript, TypeScript, CSS, HTML, Webgl, ReactJs, NextJs, ThreeJs, Pnpm, TailwindCSS, Framer-motion",https://github.com/CodeDeployingSquad/website,https://discord.com/invite/8SFAywV4M8,https://github.com/CodeDeployingSquad/website#readme,false,0,0,0,0,0,,,11,,
49,2023-11-15 05:54:47.76757+00,2023-11-15 05:54:47.76757+00,,community-website,A website aims to provide the students with information about all the tech opportunities.,"reactjs,mongodb,nodejs,expressjs,html,scss",https://github.com/HITK-TECH-Community/Community-Website,https://join.slack.com/t/hitkteckcommunity/shared_invite/zt-1lols7wdz-rtCFQYBUxlHltJXp3M8bYg,https://github.com/HITK-TECH-Community/Community-Website#readme,true,1702060200,0,0,0,0,,,4,,
42,2023-11-14 06:39:25.05061+00,2023-11-14 06:39:25.05061+00,,Get Your Freaking Timetable,Gets your timetable from ERP and adds it to your Google Calendar or gives you an ICS file which you can add in any common calendar application.,"timetable,iitkgp,google-calendar,python",https://github.com/metakgp/gyft,https://slack.metakgp.org,https://github.com/metakgp/gyft#readme,true,1703930736,2,1,21,15,Vector-013,https://github.com/metakgp/gyft/pull/126,3,7,
54,2023-11-16 16:43:42.25364+00,2023-11-16 16:43:42.25364+00,,"Blog Website ",This is a blog website where user can compose their blogs. The blogs are saved in database.,"html, css, javascript, ejs, mongodb, mongoose, nodejs",https://github.com/Kritika30032002/Blog_Website,https://discord.gg/k2uuqYN6Ga,https://github.com/Kritika30032002/Blog_Website#readme,true,1703928582,6,5,331,60,"YashSachan2,Yash-Ainapure,pinak22dhir","https://github.com/Kritika30032002/Blog_Website/pull/89,https://github.com/Kritika30032002/Blog_Website/pull/88,https://github.com/Kritika30032002/Blog_Website/pull/80,https://github.com/Kritika30032002/Blog_Website/pull/67,https://github.com/Kritika30032002/Blog_Website/pull/95",26,,
67,2023-11-17 16:54:45.528826+00,2023-11-17 16:54:45.528826+00,,Road Lane Detection System,"The main code initializes the video capture object using the provided video file path. It creates a named window ""Lane Detector"" and adds two trackbars for adjusting the Canny edge detection thresholds. The script then proceeds to process each frame of the video:","CI/CD, Docker, Python",https://github.com/elle-Bee/Road-Lane-Detection-System,https://t.me/+__4-ipvNiw0yNTY1,https://github.com/elle-Bee/Road-Lane-Detection-System/blob/main/README.md,true,1703958760,30,6,410,77,"kausthub-kannan,shubha987,asmitdeb,pinak22dhir,Dhruv-Pattel","https://github.com/elle-Bee/Road-Lane-Detection-System/pull/12,https://github.com/elle-Bee/Road-Lane-Detection-System/pull/11,https://github.com/elle-Bee/Road-Lane-Detection-System/pull/10,https://github.com/elle-Bee/Road-Lane-Detection-System/pull/7,https://github.com/elle-Bee/Road-Lane-Detection-System/pull/14,https://github.com/elle-Bee/Road-Lane-Detection-System/pull/15",33,,
123,2023-12-04 16:04:07.849021+00,2023-12-04 16:04:07.849021+00,,Spendwise,"Spendwise: Your intuitive, user-friendly expense tracker. Seamlessly manage and understand your finances with simplicity and precision. Track, analyze, and take control of your expenses effortlessly.","React, Nodejs, Express, MongoDB, Firebase, Tailwind, CSS",https://github.com/ani1609/Spendwise,https://join.slack.com/t/spendwisegroup/shared_invite/zt-28g7vaeb4-ZZbfrM8cpb6j~EEoWvWR2A,https://github.com/ani1609/Spendwise/blob/main/README.md,true,1704648059,131,49,26611,25588,"GautamRaj-12,Nupoor10,Anuj-Gill,SHIVAA17,anand-harsh,chandiran-v,mendacium-a11y,C0DE-SLAYER,Jaimin25,harshikagoyal14,DevHrithik,SharmaDhruv2511,AnupK1234,tushar-daiya,Sumandalai,ayann07,Paarisha1,Bikram-ghuku","https://github.com/ani1609/Spendwise/pull/263,https://github.com/ani1609/Spendwise/pull/254,https://github.com/ani1609/Spendwise/pull/253,https://github.com/ani1609/Spendwise/pull/252,https://github.com/ani1609/Spendwise/pull/249,https://github.com/ani1609/Spendwise/pull/248,https://github.com/ani1609/Spendwise/pull/247,https://github.com/ani1609/Spendwise/pull/240,https://github.com/ani1609/Spendwise/pull/237,https://github.com/ani1609/Spendwise/pull/232,https://github.com/ani1609/Spendwise/pull/226,https://github.com/ani1609/Spendwise/pull/225,https://github.com/ani1609/Spendwise/pull/224,https://github.com/ani1609/Spendwise/pull/222,https://github.com/ani1609/Spendwise/pull/221,https://github.com/ani1609/Spendwise/pull/220,https://github.com/ani1609/Spendwise/pull/218,https://github.com/ani1609/Spendwise/pull/212,https://github.com/ani1609/Spendwise/pull/211,https://github.com/ani1609/Spendwise/pull/210,https://github.com/ani1609/Spendwise/pull/209,https://github.com/ani1609/Spendwise/pull/206,https://github.com/ani1609/Spendwise/pull/202,https://github.com/ani1609/Spendwise/pull/201,https://github.com/ani1609/Spendwise/pull/200,https://github.com/ani1609/Spendwise/pull/199,https://github.com/ani1609/Spendwise/pull/197,https://github.com/ani1609/Spendwise/pull/196,https://github.com/ani1609/Spendwise/pull/188,https://github.com/ani1609/Spendwise/pull/186,https://github.com/ani1609/Spendwise/pull/183,https://github.com/ani1609/Spendwise/pull/171,https://github.com/ani1609/Spendwise/pull/162,https://github.com/ani1609/Spendwise/pull/160,https://github.com/ani1609/Spendwise/pull/158,https://github.com/ani1609/Spendwise/pull/150,https://github.com/ani1609/Spendwise/pull/128,https://github.com/ani1609/Spendwise/pull/125,https://github.com/ani1609/Spendwise/pull/124,https://github.com/ani1609/Spendwise/pull/271,https://github.com/ani1609/Spendwise/pull/287,https://github.com/ani1609/Spendwise/pull/282,https://github.com/ani1609/Spendwise/pull/310,https://github.com/ani1609/Spendwise/pull/309,https://github.com/ani1609/Spendwise/pull/314,https://github.com/ani1609/Spendwise/pull/319,https://github.com/ani1609/Spendwise/pull/325,https://github.com/ani1609/Spendwise/pull/324,https://github.com/ani1609/Spendwise/pull/337",106,96,
72,2023-11-18 15:01:54.644439+00,2023-12-03 13:11:07.286135+00,,KWoC Frontend,"The open-source frontend for Kharagpur Winter of Code written in React, Typescript, and TailwindCSS.","react,javascript,typescript,tailwindcss,frontend",https://github.com/kossiitkgp/KWoC-Frontend,https://discord.gg/efFwh6fnjk,https://github.com/kossiitkgp/KWoC-Frontend#readme,true,1704733255,12,4,141,44,"pranjal3060,mendacium-a11y,Jaimin25,VineeTagarwaL-code","https://github.com/kossiitkgp/KWoC-Frontend/pull/226,https://github.com/kossiitkgp/KWoC-Frontend/pull/224,https://github.com/kossiitkgp/KWoC-Frontend/pull/218,https://github.com/kossiitkgp/KWoC-Frontend/pull/234",8,100,
60,2023-11-16 17:12:01.096318+00,2023-11-16 17:12:01.096318+00,,Own-Youtube,"An extension to modify YouTube's layout in real-time, like you own it!","javascript,html,css",https://github.com/proffapt/own-youtube,https://join.slack.com/t/kwoc-proffapt/shared_invite/zt-270xklnwn-CjkBGJrJvvV2KgdW_~s7EA,https://github.com/proffapt/own-youtube#readme,true,1704834434,0,0,0,0,,,3,,
92,2023-11-26 06:31:16.242574+00,2023-11-26 06:31:16.242574+00,,PetMe,"PetMe is an all-in-one platform that allows animals to be adopted, donated to pet lovers, and provides emergency medical care to stray animals in need.","HTML,CSS,JS,Reactjs,nodejs",https://github.com/akshitagupta15june/PetMe,https://discord.gg/Jmc97prqjb,https://github.com/akshitagupta15june/PetMe#readme,true,1704525623,1,1,28,2,RitamDas30,https://github.com/akshitagupta15june/PetMe/pull/1422,61,,
74,2023-11-19 08:29:00.313887+00,2023-11-19 19:43:20.150823+00,,Asteroyd,A robust & smart code snippet management tool,"Typescript, Python, LLM, TDD, Artificial-Intelligence, NLP",https://github.com/ujjwall-R/Asteroyd,https://join.slack.com/t/asteroyd/shared_invite/zt-26k1w6ues-jNKsNiftwLRzbXtdmbBnEQ,https://github.com/ujjwall-R/Asteroyd/blob/main/README.md,true,1702060200,0,0,0,0,,,21,36,
77,2023-11-21 06:12:41.483063+00,2023-11-21 06:12:41.483063+00,,Journal Paper Reader - Chrome Extension,"A chrome extension to make the reading process of journal paper easier by showcasing methods, references and figures beside the text by highlighting","javascript,extension,web-scrapping,beginner",https://github.com/rakaar/easy-reader-extension,https://groups.google.com/u/1/g/easy-paper-reader---kwoc-group,https://github.com/rakaar/easy-reader-extension#readme,true,1702529828,0,1,57,1,pinak22dhir,https://github.com/rakaar/easy-reader-extension/pull/10,42,,
82,2023-11-24 17:01:24.181933+00,2023-12-18 08:12:42.754132+00,,Beautiify,"Beautiify comprises a curated selection of beautifully designed components and animations that can be seamlessly incorporated into any website, elevating its overall UI experience.","Html, Css, JavaScript, Web Development",https://github.com/Rakesh9100/Beautiify,https://discord.gg/thH8mECe,https://github.com/Rakesh9100/Beautiify/blob/main/README.md,,0,0,0,0,0,,,54,,
55,2023-11-16 16:46:51.342355+00,2023-11-16 16:46:51.342355+00,," To Do List Application",This is a Simple To Do List Application,"html, css,  javascript",https://github.com/Kritika30032002/To-Do-List-Application,https://discord.gg/qqvmzNZWRQ,https://github.com/Kritika30032002/To-Do-List-Application#readme,true,1704465745,23,12,1561,1251,"rakesh-vajrapu,Yash-Ainapure,Sami3160,schoudhury2,YashSachan2,Harsh2504,Saibhuvan435,KeyurGK,Mayank77maruti,Shivam250702","https://github.com/Kritika30032002/To-Do-List-Application/pull/310,https://github.com/Kritika30032002/To-Do-List-Application/pull/306,https://github.com/Kritika30032002/To-Do-List-Application/pull/301,https://github.com/Kritika30032002/To-Do-List-Application/pull/300,https://github.com/Kritika30032002/To-Do-List-Application/pull/297,https://github.com/Kritika30032002/To-Do-List-Application/pull/291,https://github.com/Kritika30032002/To-Do-List-Application/pull/289,https://github.com/Kritika30032002/To-Do-List-Application/pull/287,https://github.com/Kritika30032002/To-Do-List-Application/pull/285,https://github.com/Kritika30032002/To-Do-List-Application/pull/283,https://github.com/Kritika30032002/To-Do-List-Application/pull/260,https://github.com/Kritika30032002/To-Do-List-Application/pull/326",26,,
100,2023-11-27 10:58:57.861073+00,2023-12-11 15:51:08.515715+00,,Beat Bridge,This Web App is a dedicated application that'll use Spotify API to Fetch Songs and play 'em in the interactive GUI. It Utilizes Spotify API to fetch songs and an interactive GUI for is there for playing music with a  recommendation Engine for suggesting songs.,"react, javascript, tailwind, keras, kmeans-clustering, gmm-clustering, unsupervised-ml, html, css",https://github.com/pooranjoyb/BeatBridge,https://discord.gg/PHRnze3W87,https://github.com/pooranjoyb/BeatBridge/blob/master/README.md,true,1704737744,5,4,397,318,"Nupoor10,ShivamKmishra09,anand-harsh","https://github.com/pooranjoyb/BeatBridge/pull/51,https://github.com/pooranjoyb/BeatBridge/pull/50,https://github.com/pooranjoyb/BeatBridge/pull/48,https://github.com/pooranjoyb/BeatBridge/pull/53",76,,
78,2023-11-21 11:29:03.595012+00,2023-11-26 05:39:50.925264+00,,ScrapeIt,ScrapeIt is a web scraping application built with ReactJS and TailwindCSS. It enables the extraction of HTML content or text from web pages by providing a URL.,"ReactJS, JavaScript, HTML, Tailwind, Auth0",https://github.com/singodiyashubham87/ScrapeIt,https://discord.gg/uVgtxfyK,https://github.com/singodiyashubham87/ScrapeIt/blob/main/README.md,true,1704800668,10,4,65,51,"Abdelra6,ayann07,ritik48,Jaimin25","https://github.com/singodiyashubham87/ScrapeIt/pull/67,https://github.com/singodiyashubham87/ScrapeIt/pull/62,https://github.com/singodiyashubham87/ScrapeIt/pull/56,https://github.com/singodiyashubham87/ScrapeIt/pull/51",44,,
97,2023-11-27 03:10:49.971963+00,2023-11-27 03:10:49.971963+00,,Wife Predictor,This is a fun project that predicts your wife. The web app has been deployed on Netlify.,"React, HTML, CSS",https://github.com/1Shubham7/Wife-Predictor-v2,https://discordapp.com/users/1061183828925894696,https://github.com/1Shubham7/Wife-Predictor-v2/blob/main/README.md,,0,0,0,0,0,,,75,,
